question,truth
20044_clueweb09-en0009-33-64122,3
20228_clueweb09-en0009-33-40412,3
20102_clueweb09-en0004-12-26742,0
20144_clueweb09-en0011-36-10803,0
20254_clueweb09-enwp00-54-13591,0
20180_clueweb09-en0005-23-12560,0
20972_clueweb09-enwp00-08-03681,2
20196_clueweb09-en0009-60-01745,1
20636_clueweb09-en0009-33-55352,3
20412_clueweb09-en0005-81-36336,0
20076_clueweb09-en0006-81-10541,0
20016_clueweb09-en0006-43-20101,2
20064_clueweb09-en0009-33-38912,3
20962_clueweb09-en0011-38-23849,1
20956_clueweb09-en0009-33-96982,3
20170_clueweb09-en0008-28-15077,0
20642_clueweb09-en0009-33-62792,3
20032_clueweb09-en0011-59-27916,0
20584_clueweb09-en0004-65-06344,0
20006_clueweb09-en0000-37-02656,0
20176_clueweb09-en0009-33-86332,3
20642_clueweb09-enwp01-61-21706,2
20040_clueweb09-en0005-52-09584,2
20416_clueweb09-en0004-98-00139,0
20996_clueweb09-enwp00-66-11226,0
20704_clueweb09-enwp00-03-02585,2
20016_clueweb09-en0004-00-30954,2
20296_clueweb09-en0007-12-10008,2
20016_clueweb09-en0005-88-21628,2
20028_clueweb09-en0010-39-07502,2
20296_clueweb09-en0007-12-10002,1
20424_clueweb09-en0009-33-60072,3
20016_clueweb09-en0005-88-21627,2
20270_clueweb09-en0002-19-10401,1
20420_clueweb09-en0007-62-38152,0
20290_clueweb09-enwp01-18-19644,0
20206_clueweb09-enwp00-25-04010,0
20984_clueweb09-en0004-39-40205,0
20026_clueweb09-enwp01-32-16104,2
20446_clueweb09-en0007-13-18513,0
20112_clueweb09-en0010-49-05168,1
20036_clueweb09-enwp01-12-06324,2
20488_clueweb09-en0008-02-05158,0
20270_clueweb09-en0004-06-04558,1
20186_clueweb09-en0010-58-11536,0
20636_clueweb09-en0006-64-10535,0
20102_clueweb09-en0008-25-05766,0
20984_clueweb09-en0009-33-15232,3
20636_clueweb09-enwp00-74-04144,1
20446_clueweb09-en0009-33-31642,3
20484_clueweb09-en0009-33-67982,3
20300_clueweb09-en0009-33-83002,3
20202_clueweb09-en0009-33-03142,3
20042_clueweb09-en0001-99-03420,1
20180_clueweb09-en0009-03-37637,0
20298_clueweb09-en0009-33-56512,3
20696_clueweb09-en0009-33-57442,3
20696_clueweb09-en0000-44-35795,0
20176_clueweb09-en0000-18-05785,0
20420_clueweb09-en0007-62-38019,1
20766_clueweb09-en0000-93-37891,0
20766_clueweb09-en0000-93-37894,0
20922_clueweb09-en0003-84-27069,0
20484_clueweb09-en0009-33-49582,3
20420_clueweb09-en0007-62-38099,0
20696_clueweb09-en0009-33-08472,3
20812_clueweb09-en0006-25-23790,1
20420_clueweb09-en0009-33-79512,3
20144_clueweb09-en0009-33-58682,3
20508_clueweb09-enwp01-89-10602,2
20542_clueweb09-en0000-00-00000,0
20144_clueweb09-enwp00-63-13860,1
20976_clueweb09-en0003-97-05463,0
20508_clueweb09-en0000-39-02946,2
20046_clueweb09-en0004-29-19677,2
20690_clueweb09-en0011-57-02219,0
20352_clueweb09-enwp01-69-10796,1
20002_clueweb09-en0006-85-33170,2
20330_clueweb09-en0009-33-88942,3
20002_clueweb09-en0006-85-33174,2
20102_clueweb09-en0009-33-54132,3
20196_clueweb09-en0009-33-62172,3
20446_clueweb09-en0009-33-71262,3
20064_clueweb09-enwp03-04-01738,1
20214_clueweb09-en0004-05-30920,1
20050_clueweb09-en0002-80-35957,0
20642_clueweb09-en0009-33-63362,3
20296_clueweb09-en0008-81-07302,0
20424_clueweb09-en0003-98-16206,0
20542_clueweb09-en0005-23-16753,0
20986_clueweb09-en0003-04-22980,0
20018_clueweb09-en0009-33-2599,3
20958_clueweb09-en0006-73-27797,0
20446_clueweb09-en0011-31-31901,1
20446_clueweb09-en0011-31-31900,1
20962_clueweb09-en0011-93-28563,1
20352_clueweb09-en0004-42-21219,0
20690_clueweb09-en0007-99-39946,2
20696_clueweb09-en0005-88-08867,1
20508_clueweb09-enwp02-30-14369,2
20508_clueweb09-en0001-86-29403,0
20228_clueweb09-en0007-90-39082,0
20766_clueweb09-en0003-80-13994,0
20022_clueweb09-en0004-55-41172,2
20254_clueweb09-en0009-33-65412,3
20764_clueweb09-en0001-46-33041,0
20008_clueweb09-en0005-78-12890,1
20042_clueweb09-en0000-72-00590,0
20480_clueweb09-en0009-21-24608,1
20690_clueweb09-en0009-71-19624,0
20986_clueweb09-en0001-97-14241,1
20958_clueweb09-en0006-01-20028,0
20910_clueweb09-en0002-75-08164,1
20832_clueweb09-en0003-10-26687,0
20542_clueweb09-en0009-33-27352,3
20144_clueweb09-en0009-16-06751,1
20690_clueweb09-en0006-17-07635,2
20160_clueweb09-en0011-55-00053,1
20340_clueweb09-en0009-33-82152,3
20484_clueweb09-en0009-33-71342,3
20420_clueweb09-en0009-33-46602,3
20214_clueweb09-en0009-33-75792,3
20384_clueweb09-enwp00-27-07401,1
20024_clueweb09-en0002-85-18216,0
20832_clueweb09-en0011-55-06333,1
20962_clueweb09-en0009-33-19502,3
20778_clueweb09-enwp01-80-10993,1
20152_clueweb09-en0003-74-06234,1
20530_clueweb09-en0003-60-00418,0
20228_clueweb09-en0009-93-07680,1
20034_clueweb09-en0000-21-12230,2
20254_clueweb09-en0009-33-14842,3
20186_clueweb09-en0000-85-31762,2
20340_clueweb09-en0009-14-22599,0
20064_clueweb09-en0005-32-23887,1
20976_clueweb09-en0009-33-55352,3
20530_clueweb09-en0011-55-38783,0
20330_clueweb09-enwp00-01-02066,1
20176_clueweb09-en0001-59-04815,1
20714_clueweb09-en0001-46-25150,0
20984_clueweb09-enwp00-26-08251,1
20530_clueweb09-en0004-61-10991,2
20528_clueweb09-enwp01-99-18763,0
20202_clueweb09-en0008-73-35050,0
20144_clueweb09-en0007-13-27840,0
20976_clueweb09-en0007-59-35799,1
20206_clueweb09-en0009-33-92992,3
20778_clueweb09-en0009-33-10412,3
20206_clueweb09-en0007-01-24903,0
20332_clueweb09-en0007-03-08148,1
20196_clueweb09-en0009-33-16072,3
20636_clueweb09-en0009-33-25782,3
20008_clueweb09-en0003-03-34761,0
20416_clueweb09-en0010-93-07350,0
20018_clueweb09-en0009-33-8531,3
20972_clueweb09-en0004-27-02241,1
20008_clueweb09-en0003-66-07457,0
20004_clueweb09-en0011-82-35189,2
20308_clueweb09-en0009-93-21790,0
20644_clueweb09-en0002-92-10635,0
20308_clueweb09-en0009-93-21799,0
20308_clueweb09-en0009-93-21798,0
20224_clueweb09-en0009-43-03534,1
20298_clueweb09-en0011-22-16619,1
20298_clueweb09-en0009-33-33522,3
20984_clueweb09-en0001-50-21556,1
20206_clueweb09-en0000-82-07149,1
20038_clueweb09-en0001-16-01466,2
20214_clueweb09-en0000-84-26730,1
20244_clueweb09-en0002-79-02588,0
20642_clueweb09-en0009-33-07022,3
20048_clueweb09-en0010-16-16488,1
20694_clueweb09-en0001-20-18030,0
20034_clueweb09-en0009-33-2993,3
20714_clueweb09-enwp01-92-02977,1
20300_clueweb09-en0006-88-15806,1
20034_clueweb09-en0005-62-21518,2
20044_clueweb09-en0011-31-05750,2
20440_clueweb09-en0009-33-44532,3
20694_clueweb09-enwp00-78-04323,2
20690_clueweb09-enwp01-75-01067,1
20832_clueweb09-en0011-55-06338,1
20030_clueweb09-en0008-95-41067,2
20076_clueweb09-en0007-29-22204,0
20290_clueweb09-en0003-05-23365,0
20584_clueweb09-en0008-22-13930,0
20010_clueweb09-en0000-61-26101,0
20922_clueweb09-en0009-33-55352,3
20244_clueweb09-en0001-92-28285,1
20922_clueweb09-en0003-04-23164,1
20636_clueweb09-en0006-58-02281,0
20984_clueweb09-en0009-33-30662,3
20766_clueweb09-en0001-85-29848,0
20696_clueweb09-en0001-51-31321,1
20384_clueweb09-en0003-64-00326,0
20224_clueweb09-en0006-48-05230,0
20034_clueweb09-en0009-33-8352,3
20398_clueweb09-en0005-49-10533,0
20244_clueweb09-en0011-44-19733,0
20780_clueweb09-en0011-62-15375,0
20244_clueweb09-enwp02-03-04301,0
20780_clueweb09-en0004-67-06876,0
20018_clueweb09-en0007-71-00093,2
20542_clueweb09-en0011-63-17472,1
20032_clueweb09-en0008-23-06846,2
20340_clueweb09-en0009-14-24742,2
20340_clueweb09-en0009-14-24743,2
20214_clueweb09-en0009-52-08663,1
20214_clueweb09-en0009-33-08692,3
20202_clueweb09-en0009-33-10592,3
20352_clueweb09-en0009-33-32942,3
20488_clueweb09-en0009-33-61702,3
20832_clueweb09-en0010-51-26638,0
20038_clueweb09-en0000-13-06741,1
20016_clueweb09-en0005-88-21609,2
20076_clueweb09-en0009-33-32972,3
20962_clueweb09-en0001-70-31649,0
20814_clueweb09-en0011-00-40320,0
20528_clueweb09-en0009-33-69902,3
20832_clueweb09-en0011-55-06192,1
20032_clueweb09-en0009-04-28463,0
20300_clueweb09-en0009-33-33162,3
20420_clueweb09-enwp00-89-20375,2
20530_clueweb09-en0011-06-11545,0
20032_clueweb09-en0004-00-01975,1
20018_clueweb09-en0009-35-21247,2
20766_clueweb09-en0010-57-41240,0
20186_clueweb09-en0001-91-05534,0
20686_clueweb09-en0001-12-26026,0
20076_clueweb09-enwp03-00-21077,1
20416_clueweb09-en0009-33-27882,3
20010_clueweb09-en0005-77-01169,1
20044_clueweb09-en0009-14-24583,2
20296_clueweb09-en0008-75-37032,0
20036_clueweb09-en0000-38-06891,0
20044_clueweb09-en0009-14-24588,2
20814_clueweb09-enwp03-25-06764,0
20008_clueweb09-en0005-13-23332,1
20224_clueweb09-en0000-70-18677,0
20412_clueweb09-en0009-33-35682,3
20694_clueweb09-en0000-32-30026,0
20972_clueweb09-en0000-00-21183,1
20696_clueweb09-en0009-33-78682,3
20976_clueweb09-enwp01-76-05535,2
20002_clueweb09-en0006-85-33159,2
20010_clueweb09-en0004-58-21669,1
20916_clueweb09-en0011-47-10754,0
20440_clueweb09-en0007-00-12132,2
20484_clueweb09-en0009-33-64652,3
20170_clueweb09-en0009-33-55352,3
20690_clueweb09-en0004-84-04819,0
20214_clueweb09-en0009-33-85652,3
20152_clueweb09-enwp00-48-13868,1
20018_clueweb09-en0009-95-35768,2
20026_clueweb09-en0005-22-07875,1
20006_clueweb09-en0000-36-01499,0
20244_clueweb09-en0008-41-29383,0
20832_clueweb09-en0009-43-24149,1
20160_clueweb09-enwp01-31-15628,1
20300_clueweb09-en0009-33-94102,3
20298_clueweb09-en0009-33-12872,3
20028_clueweb09-en0008-93-07988,2
20144_clueweb09-en0009-33-55352,3
20144_clueweb09-en0009-33-40112,3
20916_clueweb09-enwp01-77-17291,2
20030_clueweb09-en0001-09-27467,2
20480_clueweb09-en0009-33-81522,3
20986_clueweb09-en0006-88-08023,1
20446_clueweb09-en0004-69-06452,0
20026_clueweb09-en0001-80-10580,1
20202_clueweb09-en0000-18-22314,1
20228_clueweb09-en0008-41-28147,2
20530_clueweb09-en0000-72-08577,0
20032_clueweb09-en0006-12-34718,2
20008_clueweb09-en0011-44-27922,2
20042_clueweb09-enwp02-04-09579,1
20374_clueweb09-en0000-14-22146,2
20012_clueweb09-en0009-33-8680,3
20064_clueweb09-enwp01-13-00365,1
20530_clueweb09-en0004-37-02130,0
20064_clueweb09-en0009-33-35022,3
20042_clueweb09-en0003-84-27034,0
20446_clueweb09-en0009-33-05822,3
20308_clueweb09-en0009-33-81442,3
20530_clueweb09-en0006-69-01848,0
20254_clueweb09-en0001-00-29523,2
20202_clueweb09-en0008-73-35038,0
20528_clueweb09-en0007-19-28444,0
20186_clueweb09-en0008-67-32606,0
20196_clueweb09-en0004-36-00173,1
20022_clueweb09-en0009-33-2483,3
20244_clueweb09-enwp00-80-10932,1
20202_clueweb09-en0009-33-15312,3
20232_clueweb09-en0004-45-01976,0
20956_clueweb09-en0001-79-28996,2
20016_clueweb09-en0009-33-6147,3
20642_clueweb09-en0009-33-28442,3
20202_clueweb09-en0009-33-44302,3
20984_clueweb09-en0011-73-20954,1
20044_clueweb09-en0009-14-24268,2
20642_clueweb09-en0009-33-48392,3
20780_clueweb09-en0004-31-10970,0
20508_clueweb09-enwp02-22-15334,2
20686_clueweb09-en0009-33-55042,3
20384_clueweb09-en0010-18-02484,0
20186_clueweb09-en0010-58-09586,0
20832_clueweb09-en0004-00-09620,0
20186_clueweb09-en0003-90-29738,0
20704_clueweb09-en0007-67-38156,0
20764_clueweb09-en0002-29-02754,0
20598_clueweb09-en0003-04-23108,0
20420_clueweb09-en0007-62-38033,0
20384_clueweb09-en0009-45-31706,2
20598_clueweb09-enwp01-33-00343,1
20232_clueweb09-en0010-58-09508,0
20300_clueweb09-enwp00-90-04134,2
20690_clueweb09-enwp03-29-06086,0
20160_clueweb09-en0009-33-79822,3
20352_clueweb09-en0004-47-04214,0
20332_clueweb09-en0006-18-23655,0
20984_clueweb09-en0009-33-32562,3
20036_clueweb09-en0010-94-20856,2
20910_clueweb09-en0002-70-05960,0
20922_clueweb09-en0009-33-74342,3
20244_clueweb09-en0000-82-02227,0
20598_clueweb09-en0009-33-85632,3
20384_clueweb09-en0006-89-31412,0
20374_clueweb09-en0009-33-28852,3
20332_clueweb09-en0001-13-26059,2
20704_clueweb09-en0005-84-28798,0
20254_clueweb09-enwp00-52-12221,2
20972_clueweb09-en0001-85-09835,0
20976_clueweb09-en0009-33-42932,3
20044_clueweb09-en0002-14-03672,0
20958_clueweb09-en0011-73-34816,0
20044_clueweb09-en0010-33-34713,2
20644_clueweb09-en0000-33-17714,0
20330_clueweb09-en0004-85-11747,0
20696_clueweb09-en0005-85-23029,0
20812_clueweb09-en0009-33-60812,3
20764_clueweb09-enwp00-79-06139,2
20412_clueweb09-en0009-33-46102,3
20984_clueweb09-enwp01-73-13252,0
20244_clueweb09-en0011-50-17851,0
20308_clueweb09-en0010-63-19543,0
20006_clueweb09-en0009-33-49372,3
20102_clueweb09-en0008-82-27809,0
20778_clueweb09-en0001-81-06154,1
20694_clueweb09-en0004-62-07237,0
20542_clueweb09-en0008-90-04089,1
20528_clueweb09-en0009-22-30780,0
20542_clueweb09-en0008-90-04085,1
20032_clueweb09-en0003-99-13686,1
20332_clueweb09-enwp00-88-01244,1
20420_clueweb09-en0007-62-38053,0
20420_clueweb09-en0007-62-38051,1
20424_clueweb09-en0001-94-08915,0
20528_clueweb09-en0009-13-28910,0
20542_clueweb09-en0008-90-04083,1
20034_clueweb09-enwp00-85-03622,2
20044_clueweb09-enwp00-08-16434,1
20186_clueweb09-en0000-62-20678,0
20014_clueweb09-enwp02-21-13752,2
20398_clueweb09-en0010-83-22661,0
20228_clueweb09-en0009-33-98702,3
20584_clueweb09-en0008-38-12928,0
20412_clueweb09-enwp01-68-08434,1
20176_clueweb09-en0009-33-47832,3
20780_clueweb09-en0010-25-32736,0
20832_clueweb09-en0009-33-55352,3
20030_clueweb09-en0005-69-15745,2
20340_clueweb09-en0009-85-31373,0
20642_clueweb09-en0001-16-03825,0
20180_clueweb09-en0003-22-25305,0
20152_clueweb09-en0001-18-31992,0
20050_clueweb09-en0007-93-20898,2
20374_clueweb09-en0009-13-21285,1
20206_clueweb09-en0000-85-17998,0
20996_clueweb09-enwp01-53-09380,1
20420_clueweb09-en0007-62-38039,1
20644_clueweb09-en0010-49-32980,0
20484_clueweb09-en0007-02-05267,2
20374_clueweb09-en0008-26-18623,1
20228_clueweb09-en0007-79-39141,0
20270_clueweb09-en0001-61-22370,0
20340_clueweb09-en0009-33-97802,3
20714_clueweb09-en0008-15-27380,0
20064_clueweb09-enwp00-84-19195,2
20480_clueweb09-en0009-33-01582,3
20424_clueweb09-en0009-33-47662,3
20102_clueweb09-enwp00-42-02182,0
20016_clueweb09-en0009-33-4014,3
20030_clueweb09-enwp01-34-05422,2
20384_clueweb09-en0001-62-04450,0
20180_clueweb09-en0010-03-11542,0
20298_clueweb09-en0009-33-86942,3
20308_clueweb09-en0009-33-79232,3
20042_clueweb09-en0007-26-13840,0
20224_clueweb09-en0007-49-25390,1
20196_clueweb09-en0011-68-37860,0
20780_clueweb09-en0011-62-15315,0
20962_clueweb09-en0011-93-28590,0
20484_clueweb09-en0009-33-12072,3
20488_clueweb09-en0004-24-15181,1
20488_clueweb09-en0004-24-15185,2
20290_clueweb09-en0009-33-55352,3
20016_clueweb09-en0008-83-28345,2
20528_clueweb09-en0009-33-73882,3
20042_clueweb09-en0003-67-00911,0
20686_clueweb09-en0000-65-28628,0
20508_clueweb09-en0003-77-29582,0
20484_clueweb09-en0009-33-28382,3
20012_clueweb09-en0009-33-0520,3
20910_clueweb09-en0003-44-13653,1
20290_clueweb09-en0009-33-63202,3
20224_clueweb09-en0002-82-25197,0
20962_clueweb09-en0003-60-09439,0
20024_clueweb09-en0009-33-03262,3
20812_clueweb09-en0009-33-74642,3
20170_clueweb09-en0006-34-10868,0
20270_clueweb09-en0010-15-25792,1
20050_clueweb09-en0009-33-80492,3
20034_clueweb09-en0009-68-10699,2
20696_clueweb09-en0009-33-90822,3
20034_clueweb09-en0009-68-10694,2
20034_clueweb09-en0009-68-10695,2
20034_clueweb09-en0009-68-10696,2
20034_clueweb09-en0009-68-10697,2
20034_clueweb09-en0009-68-10690,2
20152_clueweb09-en0009-32-09276,1
20214_clueweb09-en0003-82-29598,0
20296_clueweb09-en0002-66-03231,1
20412_clueweb09-en0005-70-24899,2
20046_clueweb09-en0009-33-1336,3
20976_clueweb09-en0003-07-10034,1
20202_clueweb09-en0009-33-80992,3
20030_clueweb09-en0009-33-6411,3
20012_clueweb09-en0009-89-11532,2
20012_clueweb09-en0009-89-11534,2
20956_clueweb09-en0006-81-29250,2
20270_clueweb09-en0005-40-31351,1
20330_clueweb09-en0004-22-29609,1
20004_clueweb09-en0004-10-21079,0
20440_clueweb09-en0001-90-13545,0
20270_clueweb09-en0002-25-03260,0
20012_clueweb09-en0011-78-02718,2
20714_clueweb09-en0005-30-03111,0
20972_clueweb09-en0007-15-36825,0
20696_clueweb09-en0009-33-93932,3
20152_clueweb09-en0009-34-29027,0
20962_clueweb09-en0009-33-13832,3
20340_clueweb09-en0009-14-22145,0
20480_clueweb09-en0009-33-51412,3
20332_clueweb09-en0003-51-15132,0
20012_clueweb09-en0007-24-16722,2
20012_clueweb09-en0007-24-16723,2
20012_clueweb09-en0007-24-16724,2
20012_clueweb09-en0007-24-16725,2
20008_clueweb09-en0004-07-03790,0
20832_clueweb09-en0010-68-05335,1
20254_clueweb09-enwp00-41-12776,0
20832_clueweb09-en0000-83-23420,1
20972_clueweb09-enwp01-63-08776,0
20040_clueweb09-en0005-52-09546,2
20832_clueweb09-en0010-48-21556,0
20214_clueweb09-en0009-33-56082,3
20986_clueweb09-en0006-88-08027,1
20018_clueweb09-en0010-77-08150,2
20228_clueweb09-en0000-03-14261,0
20270_clueweb09-en0007-33-00545,0
20064_clueweb09-en0009-56-34150,1
20018_clueweb09-en0010-77-08154,2
20018_clueweb09-en0010-77-08155,2
20024_clueweb09-en0009-33-44832,3
20584_clueweb09-en0000-00-19371,0
20044_clueweb09-en0000-13-02922,1
20254_clueweb09-en0005-84-24305,0
20446_clueweb09-en0009-33-87942,3
20290_clueweb09-en0011-40-25312,1
20004_clueweb09-en0006-01-20538,0
20102_clueweb09-enwp02-24-03452,1
20972_clueweb09-en0009-87-11968,0
20176_clueweb09-en0003-70-00195,1
20018_clueweb09-enwp03-21-19882,2
20024_clueweb09-en0001-77-03887,0
20440_clueweb09-en0006-99-23076,2
20704_clueweb09-en0009-33-39002,3
20766_clueweb09-enwp01-77-14994,1
20484_clueweb09-en0009-33-97562,3
20214_clueweb09-en0009-33-31132,3
20332_clueweb09-en0001-13-26071,1
20696_clueweb09-en0009-33-50002,3
20030_clueweb09-en0000-29-27058,2
20384_clueweb09-en0005-82-18009,0
20196_clueweb09-en0009-33-18262,3
20352_clueweb09-en0009-33-02442,3
20002_clueweb09-en0011-89-08538,2
20232_clueweb09-en0011-09-00330,0
20232_clueweb09-en0011-09-00331,0
20270_clueweb09-en0009-71-20162,0
20010_clueweb09-en0003-37-08109,0
20144_clueweb09-en0009-33-26002,3
20976_clueweb09-en0009-33-80682,3
20812_clueweb09-en0009-20-23581,0
20384_clueweb09-en0000-30-00921,0
20290_clueweb09-en0004-84-22778,0
20488_clueweb09-enwp01-96-12908,0
20034_clueweb09-en0000-95-10934,2
20972_clueweb09-en0000-02-26163,0
20778_clueweb09-en0009-33-67272,3
20160_clueweb09-en0000-27-06077,1
20042_clueweb09-en0009-01-09233,0
20170_clueweb09-en0011-13-07203,2
20976_clueweb09-en0002-58-19434,0
20766_clueweb09-en0011-20-22179,0
20214_clueweb09-en0003-18-33372,0
20270_clueweb09-en0010-40-31015,2
20696_clueweb09-en0009-33-41312,3
20694_clueweb09-en0009-20-02593,2
20480_clueweb09-en0009-33-84022,3
20972_clueweb09-enwp01-41-02959,0
20152_clueweb09-en0006-96-08692,0
20330_clueweb09-enwp01-16-01141,2
20686_clueweb09-en0002-99-19640,1
20542_clueweb09-en0006-95-29544,1
20308_clueweb09-en0009-33-30772,3
20012_clueweb09-en0004-89-22103,2
20202_clueweb09-en0009-33-77392,3
20766_clueweb09-en0009-33-55352,3
20300_clueweb09-en0009-33-36482,3
20176_clueweb09-en0009-33-69812,3
20214_clueweb09-en0004-05-30901,2
20690_clueweb09-en0010-06-11546,0
20038_clueweb09-en0006-29-24955,2
20916_clueweb09-en0009-33-31302,3
20962_clueweb09-en0009-33-68982,3
20690_clueweb09-en0008-11-01623,0
20112_clueweb09-en0005-73-29529,1
20144_clueweb09-en0009-07-36027,1
20352_clueweb09-en0006-05-01992,2
20690_clueweb09-en0011-06-04323,1
20102_clueweb09-en0006-30-38940,1
20186_clueweb09-en0004-53-23270,1
20922_clueweb09-en0011-84-32458,0
20488_clueweb09-enwp03-06-24321,1
20300_clueweb09-en0004-53-09380,0
20958_clueweb09-en0009-33-81512,3
20296_clueweb09-enwp02-06-03775,2
20922_clueweb09-en0002-84-06576,2
20144_clueweb09-en0009-33-90322,3
20814_clueweb09-en0001-21-03324,0
20766_clueweb09-en0001-18-32253,0
20694_clueweb09-enwp00-26-21538,2
20160_clueweb09-en0009-33-60642,3
20972_clueweb09-en0006-89-11501,0
20384_clueweb09-en0000-09-01037,0
20228_clueweb09-en0009-33-30412,3
20916_clueweb09-en0003-63-24077,2
20956_clueweb09-en0009-33-63892,3
20036_clueweb09-enwp00-80-03303,2
20972_clueweb09-enwp01-93-17613,0
20330_clueweb09-en0003-72-26640,1
20976_clueweb09-en0009-33-04422,3
20584_clueweb09-en0011-06-12879,0
20976_clueweb09-en0009-33-19622,3
20812_clueweb09-en0009-33-87142,3
20412_clueweb09-en0003-87-07447,0
20270_clueweb09-en0001-24-18076,2
20152_clueweb09-en0005-74-40196,2
20244_clueweb09-en0002-82-23916,0
20004_clueweb09-en0000-08-10768,2
20004_clueweb09-en0000-08-10769,1
20030_clueweb09-en0006-09-29670,2
20644_clueweb09-en0002-54-10529,0
20530_clueweb09-en0009-33-20772,3
20374_clueweb09-en0009-19-20978,1
20206_clueweb09-en0009-33-15972,3
20686_clueweb09-en0009-33-85102,3
20228_clueweb09-en0008-69-15648,2
20332_clueweb09-en0003-04-10944,0
20416_clueweb09-en0010-00-31031,1
20696_clueweb09-en0000-03-28266,2
20298_clueweb09-en0008-38-34591,1
20206_clueweb09-en0006-25-34815,2
20764_clueweb09-en0009-33-83802,3
20012_clueweb09-en0009-33-4254,3
20180_clueweb09-en0005-44-02013,0
20152_clueweb09-en0009-33-55352,3
20202_clueweb09-en0008-96-03004,1
20170_clueweb09-enwp03-01-20171,2
20232_clueweb09-enwp01-85-07520,0
20046_clueweb09-enwp00-51-04978,2
20932_clueweb09-en0001-86-29206,1
20484_clueweb09-en0009-33-56592,3
20714_clueweb09-en0009-33-69602,3
20976_clueweb09-en0009-64-30314,0
20180_clueweb09-en0005-26-37247,0
20352_clueweb09-en0009-48-31987,0
20038_clueweb09-en0009-33-80442,3
20176_clueweb09-en0009-33-54992,3
20298_clueweb09-en0009-15-13847,0
20910_clueweb09-enwp01-48-18972,0
20244_clueweb09-enwp01-37-01106,1
20046_clueweb09-en0004-29-19636,2
20046_clueweb09-en0004-29-19630,2
20046_clueweb09-en0004-29-19632,2
20046_clueweb09-en0004-29-19633,2
20152_clueweb09-en0005-56-01968,2
20412_clueweb09-en0009-61-21439,1
20018_clueweb09-en0011-54-32903,2
20012_clueweb09-en0009-89-11550,2
20958_clueweb09-en0009-77-31521,2
20026_clueweb09-en0008-09-11853,2
20176_clueweb09-en0009-33-80552,3
20714_clueweb09-enwp01-55-20717,2
20778_clueweb09-en0009-33-32042,3
20048_clueweb09-en0001-72-10642,0
20932_clueweb09-en0009-33-09032,3
20642_clueweb09-en0000-95-15672,0
20290_clueweb09-en0010-64-30458,0
20290_clueweb09-enwp01-08-13241,1
20374_clueweb09-enwp00-62-09728,2
20332_clueweb09-en0009-33-13302,3
20976_clueweb09-en0002-57-17639,0
20034_clueweb09-en0005-17-19369,2
20034_clueweb09-en0005-17-19368,2
20812_clueweb09-en0009-33-12452,3
20180_clueweb09-en0003-82-29546,1
20976_clueweb09-en0003-02-25154,0
20484_clueweb09-en0009-33-03422,3
20508_clueweb09-en0010-22-16918,0
20036_clueweb09-en0001-80-23222,1
20446_clueweb09-en0000-63-16344,0
20032_clueweb09-en0009-33-89702,3
20036_clueweb09-enwp01-55-05268,2
20144_clueweb09-en0009-33-41852,3
20690_clueweb09-en0006-71-14446,0
20420_clueweb09-en0009-33-75322,3
20986_clueweb09-enwp00-70-16864,0
20232_clueweb09-enwp01-32-04751,0
20300_clueweb09-en0005-68-23808,2
20412_clueweb09-en0007-91-20864,1
20814_clueweb09-en0001-23-17077,0
20038_clueweb09-en0004-05-01944,2
20308_clueweb09-en0003-75-25151,1
20298_clueweb09-en0009-33-20642,3
20440_clueweb09-en0007-89-22568,1
20780_clueweb09-en0010-57-15341,1
20214_clueweb09-en0009-33-11932,3
20038_clueweb09-en0001-80-26938,1
20244_clueweb09-enwp02-00-15713,0
20412_clueweb09-en0009-33-40072,3
20384_clueweb09-en0009-05-05290,1
20254_clueweb09-en0010-76-04154,0
20290_clueweb09-en0011-86-15272,0
20508_clueweb09-en0001-52-31482,0
20196_clueweb09-en0009-37-08384,0
20488_clueweb09-en0004-86-11356,0
20232_clueweb09-en0011-09-00317,0
20232_clueweb09-en0011-09-00315,0
20508_clueweb09-enwp00-29-15908,0
20232_clueweb09-en0011-09-00318,0
20026_clueweb09-en0003-27-25448,1
20766_clueweb09-en0001-06-13235,0
20766_clueweb09-en0001-06-13234,0
20766_clueweb09-en0001-06-13233,0
20446_clueweb09-en0007-93-37955,0
20228_clueweb09-en0009-33-51022,3
20910_clueweb09-enwp03-32-23122,0
20704_clueweb09-enwp01-41-03164,0
20044_clueweb09-en0003-50-20499,0
20412_clueweb09-en0010-05-42118,0
20424_clueweb09-en0009-33-38202,3
20038_clueweb09-en0001-30-00090,1
20160_clueweb09-en0007-33-12180,2
20644_clueweb09-en0009-33-79072,3
20332_clueweb09-en0010-54-37766,0
20530_clueweb09-en0003-82-12737,2
20032_clueweb09-en0009-33-55852,3
20180_clueweb09-en0007-28-02081,0
20330_clueweb09-enwp00-46-20791,0
20064_clueweb09-en0009-33-55352,3
20690_clueweb09-en0004-37-02151,0
20196_clueweb09-en0009-33-67002,3
20032_clueweb09-en0004-10-35534,1
20714_clueweb09-enwp01-60-21228,2
20036_clueweb09-en0009-33-70632,3
20976_clueweb09-enwp03-13-19554,0
20228_clueweb09-en0001-24-02788,2
20922_clueweb09-en0001-64-08623,1
20916_clueweb09-en0006-76-09393,1
20042_clueweb09-en0007-01-41648,0
20416_clueweb09-en0002-56-29609,0
20016_clueweb09-en0005-88-21592,2
20704_clueweb09-en0009-33-55352,3
